1.719275180336229596e+02,1.420006687541397195e-01
1.293008221705024710e+02,6.039158450003185852e-01
1.125295587395415708e+02,5.366974736787544220e-01
1.118196995656276442e+02,3.372832171971088533e-01
1.427854314958247812e+02,6.470865884060065243e-01
1.126517703546339249e+02,5.373027962105009214e-01
2.387280660028256989e+02,8.921653135742750873e-01
1.130263934228439666e+02,5.391403753412274957e-01
1.066376194997820051e+02,3.679829656405990690e-01
1.094851174027726444e+02,5.204921508492764692e-01
1.841105975495363793e+02,1.105603761193289236e-01
1.353956370902179174e+02,2.462867372501327812e-01
1.048640337608554773e+02,4.884800614041323596e-01
1.329913127468386449e+02,2.540965276525928296e-01
1.028837354262462753e+02,4.036400733151341846e-01
1.156051151867647775e+02,3.192562206205067366e-01
1.018971357563604414e+02,4.256425334705739028e-01
1.907068820469847878e+02,7.764708943512397266e-01
1.018623061622253658e+02,4.429224841282655145e-01
1.958746453003667227e+02,7.893361537070261447e-01
2.027491870358828123e+02,8.062587154813740664e-01
1.204112431815303381e+02,5.713023657365654540e-01
1.520265481671632983e+02,1.962552277297379411e-01
1.071887670389902354e+02,3.641656537825199713e-01
1.313664756969137670e+02,2.594874577189002496e-01
1.839890452889113419e+02,1.108691296425144412e-01
1.026920554569001496e+02,4.638324779839734235e-01
1.184954706421463015e+02,3.068525665812095182e-01
1.103921179974655900e+02,3.448279707622402546e-01
1.513405745024351745e+02,6.721908966460381496e-01
1.984420686693408982e+02,7.956804495867395577e-01
1.359164117997252390e+02,6.257848321238319578e-01
1.748561204462384069e+02,7.360595542497938570e-01
2.125392614668852502e+02,8.300316567494137043e-01
1.445052177544613130e+02,6.522450882074087852e-01
1.057148678379576978e+02,4.955420095717270046e-01
2.419375364724421331e+02,8.996630150495906753e-01
1.789230107075109117e+02,7.465836544662506347e-01
1.413620011357811848e+02,6.427683127935874818e-01
1.076804426348098929e+02,3.609101844397332171e-01
1.884911323526208662e+02,7.709128435106102906e-01
1.019066044122714629e+02,4.252007379170151813e-01
1.028294128760039428e+02,4.659611642597262238e-01
1.653941717822914086e+02,7.110602031170226711e-01
1.556905195966012627e+02,6.844905674013104235e-01
1.026195851488153892e+02,4.077600918031232258e-01
1.067220563241612723e+02,3.673855085906095885e-01
2.185275712902811449e+02,8.444091882479737299e-01
1.026795447839764108e+02,4.636308235704064140e-01
2.139192918070974088e+02,8.333552894727976890e-01
1.951204674280172071e+02,7.874667352176504265e-01
1.548351561050370719e+02,6.820932772783740994e-01
1.618401041351289393e+02,1.689515175675830316e-01
1.845709564413406838e+02,1.093918351385589488e-01
1.242788611700146078e+02,5.860708625092366786e-01
1.150090606218653164e+02,3.219419182500125043e-01
1.413380234501444477e+02,6.426951762735110263e-01
1.434969511735099559e+02,6.492283654205965870e-01
1.234199095507354258e+02,2.875248636985888728e-01
1.032510965645251275e+02,3.986605723530952661e-01
1.601912646626412027e+02,1.734550764145271207e-01
1.724214633940229078e+02,1.407045820834885719e-01
1.031844242890261683e+02,4.708903251538145707e-01
2.064657555141119474e+02,8.153256568730311571e-01
1.721304192547924572e+02,7.289362182361012188e-01
1.217961569282440024e+02,5.767134444677849414e-01
1.711465228485371597e+02,7.263501682120703240e-01
1.200676896585022462e+02,5.699362770515503662e-01
1.265878301792080975e+02,5.944358849236386355e-01
1.021853298592414490e+02,4.163665857133688197e-01
1.051764335965312824e+02,4.911698661704760882e-01
1.044017370265860336e+02,4.842459501877763861e-01
1.019759199131354706e+02,4.479816250641508457e-01
1.266614015457208211e+02,5.946976708105882192e-01
1.368017195412562330e+02,2.418035608326508934e-01
1.018173619837227335e+02,4.395159199107263603e-01
1.639109542654042002e+02,7.070667011359320631e-01
1.031395894865977141e+02,4.703051351021038107e-01
1.430739162149724280e+02,2.224479594704101837e-01
1.784959477572109563e+02,1.249201648080266180e-01
1.335258823820154817e+02,6.180607161729663179e-01
2.314556711363372870e+02,8.750913100502909492e-01
1.308044469864934740e+02,2.613752557058707238e-01
1.108622415950915894e+02,3.422865472399217457e-01
2.267692712447380359e+02,8.640211108301680820e-01
2.379407925749266610e+02,8.903227652327301289e-01
1.778943579262689809e+02,7.439329845154190046e-01
1.142254566233726365e+02,5.448535885372534082e-01
1.991194679461870010e+02,7.973494137479356647e-01
1.752615176648507713e+02,7.371140743083842706e-01
1.367557019075236155e+02,2.419493631966406488e-01
1.117160884202358915e+02,5.325899608404024432e-01
1.054086601308378874e+02,3.773109149421628450e-01
1.767999210778423844e+02,1.292996533850881424e-01
1.121976830307701221e+02,3.353657072508111625e-01
1.615618451243851155e+02,7.006948442043686720e-01
1.613774806834680362e+02,7.001922261991311291e-01
1.976760958566737258e+02,7.937908054489628551e-01
2.243735236114708584e+02,8.583397958715173193e-01
1.128094881234241029e+02,3.323245628690657538e-01
